"X","PurchaseOrder","PurchaseOrderCreationDate","VendorKey","PlantKey","MaterialKey","MaterialPlantKey","PurchaseOrderQuantity","PlannedGoodsReceiptDate","ActualGoodsReceiptDate","PlannedArrivalDateYard","ActualArrivalDateYard","PlannedVendorShipmentDate","ActualVendorShipmentDate","GoodsDateDifference"
14922,4500014922,"2022-05-08",1001,4,1,10004,77,2022-05-31,2022-05-27,"2022-05-29","2022-05-29","2022-05-28","2022-05-28",-4
14925,4500014925,"2023-10-11",1001,4,1,10004,64,2023-11-03,2023-11-02,"2023-11-01","2023-11-01","2023-10-31","2023-10-31",-1
14926,4500014926,"2023-08-05",1001,4,1,10004,71,2023-08-28,2023-08-25,"2023-08-26","2023-08-26","2023-08-25","2023-08-25",-3
14935,4500014935,"2024-09-20",1001,4,1,10004,72,2024-10-13,2024-10-11,"2024-10-11","2024-10-11","2024-10-10","2024-10-10",-2
14941,4500014941,"2023-01-18",1001,4,1,10004,77,2023-02-10,2023-02-09,"2023-02-08","2023-02-08","2023-02-07","2023-02-07",-1
14944,4500014944,"2024-07-01",1001,4,1,10004,75,2024-07-24,2024-07-19,"2024-07-22","2024-07-22","2024-07-21","2024-07-21",-5
14948,4500014948,"2022-10-17",1001,4,1,10004,72,2022-11-09,2022-11-04,"2022-11-07","2022-11-07","2022-11-06","2022-11-06",-5
14951,4500014951,"2022-09-07",1001,4,1,10004,79,2022-09-30,2022-09-30,"2022-09-28","2022-09-28","2022-09-27","2022-09-27",0
14955,4500014955,"2023-11-23",1001,4,1,10004,67,2023-12-16,2023-12-16,"2023-12-14","2023-12-14","2023-12-13","2023-12-13",0
14960,4500014960,"2022-06-24",1001,4,1,10004,74,2022-07-17,2022-07-15,"2022-07-15","2022-07-15","2022-07-14","2022-07-14",-2
14962,4500014962,"2024-01-25",1001,4,1,10004,82,2024-02-17,2024-02-17,"2024-02-15","2024-02-15","2024-02-14","2024-02-14",0
14967,4500014967,"2023-07-29",1001,4,1,10004,88,2023-08-21,2023-08-25,"2023-08-19","2023-08-23","2023-08-18","2023-08-22",4
14971,4500014971,"2024-06-04",1001,4,1,10004,80,2024-06-27,2024-06-27,"2024-06-25","2024-06-25","2024-06-24","2024-06-24",0
14974,4500014974,"2023-12-28",1001,4,1,10004,72,2024-01-20,2024-01-17,"2024-01-18","2024-01-18","2024-01-17","2024-01-17",-3
14978,4500014978,"2022-01-17",1001,4,1,10004,80,2022-02-09,2022-02-09,"2022-02-07","2022-02-07","2022-02-06","2022-02-06",0
14979,4500014979,"2023-04-02",1001,4,1,10004,70,2023-04-25,2023-04-20,"2023-04-23","2023-04-23","2023-04-22","2023-04-22",-5
14980,4500014980,"2023-03-11",1001,4,1,10004,77,2023-04-03,2023-03-30,"2023-04-01","2023-04-01","2023-03-31","2023-03-31",-4
14985,4500014985,"2023-09-12",1001,4,1,10004,78,2023-10-05,2023-10-12,"2023-10-03","2023-10-10","2023-10-02","2023-10-09",7
14986,4500014986,"2024-04-23",1001,4,1,10004,83,2024-05-16,2024-05-16,"2024-05-14","2024-05-14","2024-05-13","2024-05-13",0
14988,4500014988,"2023-12-19",1001,4,1,10004,79,2024-01-11,2024-01-10,"2024-01-09","2024-01-09","2024-01-08","2024-01-08",-1
14989,4500014989,"2024-07-27",1001,4,1,10004,77,2024-08-19,2024-08-16,"2024-08-17","2024-08-17","2024-08-16","2024-08-16",-3
14992,4500014992,"2022-04-26",1001,4,1,10004,73,2022-05-19,2022-05-16,"2022-05-17","2022-05-17","2022-05-16","2022-05-16",-3
14999,4500014999,"2023-09-26",1001,4,1,10004,71,2023-10-19,2023-10-18,"2023-10-17","2023-10-17","2023-10-16","2023-10-16",-1
15000,4500015000,"2024-02-29",1001,4,1,10004,73,2024-03-23,2024-03-25,"2024-03-21","2024-03-23","2024-03-20","2024-03-20",2
15001,4500015001,"2023-08-23",1001,4,1,10004,85,2023-09-15,2023-09-14,"2023-09-13","2023-09-13","2023-09-12","2023-09-12",-1
15003,4500015003,"2023-07-15",1001,4,1,10004,77,2023-08-07,2023-08-17,"2023-08-05","2023-08-15","2023-08-04","2023-08-14",10
15016,4500015016,"2022-06-29",1001,4,1,10004,76,2022-07-22,2022-07-19,"2022-07-20","2022-07-20","2022-07-19","2022-07-19",-3
15017,4500015017,"2022-04-30",1001,4,1,10004,71,2022-05-23,2022-05-24,"2022-05-21","2022-05-22","2022-05-20","2022-05-21",1
15018,4500015018,"2023-04-28",1001,4,1,10004,86,2023-05-21,2023-05-19,"2023-05-19","2023-05-19","2023-05-18","2023-05-18",-2
15019,4500015019,"2023-12-26",1001,4,1,10004,71,2024-01-18,2024-01-16,"2024-01-16","2024-01-16","2024-01-15","2024-01-15",-2
15023,4500015023,"2024-09-10",1001,4,1,10004,78,2024-10-03,2024-10-03,"2024-10-01","2024-10-01","2024-09-30","2024-09-30",0
15027,4500015027,"2022-10-27",1001,4,1,10004,86,2022-11-19,2022-11-18,"2022-11-17","2022-11-17","2022-11-16","2022-11-16",-1
15030,4500015030,"2022-09-30",1001,4,1,10004,70,2022-10-23,2022-10-19,"2022-10-21","2022-10-21","2022-10-20","2022-10-20",-4
15032,4500015032,"2022-01-25",1001,4,1,10004,73,2022-02-17,2022-02-16,"2022-02-15","2022-02-15","2022-02-14","2022-02-14",-1
15034,4500015034,"2022-10-31",1001,4,1,10004,82,2022-11-23,2022-12-02,"2022-11-21","2022-11-30","2022-11-20","2022-11-29",9
15036,4500015036,"2023-02-25",1001,4,1,10004,74,2023-03-20,2023-03-17,"2023-03-18","2023-03-18","2023-03-17","2023-03-17",-3
15038,4500015038,"2024-02-12",1001,4,1,10004,80,2024-03-06,2024-03-06,"2024-03-04","2024-03-04","2024-03-03","2024-03-03",0
15043,4500015043,"2022-01-13",1001,4,1,10004,77,2022-02-05,2022-02-14,"2022-02-03","2022-02-12","2022-02-02","2022-02-11",9
15050,4500015050,"2023-11-26",1001,4,1,10004,77,2023-12-19,2023-12-14,"2023-12-17","2023-12-17","2023-12-16","2023-12-16",-5
15053,4500015053,"2024-05-25",1001,4,1,10004,68,2024-06-17,2024-06-12,"2024-06-15","2024-06-15","2024-06-14","2024-06-14",-5
15057,4500015057,"2022-06-15",1001,4,1,10004,70,2022-07-08,2022-07-06,"2022-07-06","2022-07-06","2022-07-05","2022-07-05",-2
15059,4500015059,"2022-03-26",1001,4,1,10004,70,2022-04-18,2022-04-22,"2022-04-16","2022-04-20","2022-04-15","2022-04-19",4
15063,4500015063,"2023-07-11",1001,4,1,10004,72,2023-08-03,2023-07-31,"2023-08-01","2023-08-01","2023-07-31","2023-07-31",-3
15066,4500015066,"2023-11-16",1001,4,1,10004,71,2023-12-09,2023-12-08,"2023-12-07","2023-12-07","2023-12-06","2023-12-06",-1
15068,4500015068,"2024-12-04",1001,4,1,10004,65,2024-12-27,2024-12-27,"2024-12-25","2024-12-25","2024-12-24","2024-12-24",0
15073,4500015073,"2021-12-19",1001,4,1,10004,72,2022-01-11,2022-01-18,"2022-01-09","2022-01-16","2022-01-08","2022-01-15",7
15080,4500015080,"2023-08-29",1001,4,1,10004,57,2023-09-21,2023-09-28,"2023-09-19","2023-09-19","2023-09-18","2023-09-18",7
15081,4500015081,"2022-12-07",1001,4,1,10004,75,2022-12-30,2022-12-30,"2022-12-28","2022-12-28","2022-12-27","2022-12-27",0
15082,4500015082,"2023-11-04",1001,4,1,10004,78,2023-11-27,2023-11-23,"2023-11-25","2023-11-25","2023-11-24","2023-11-24",-4
15083,4500015083,"2022-12-06",1001,4,1,10004,72,2022-12-29,2022-12-28,"2022-12-27","2022-12-27","2022-12-26","2022-12-26",-1
15086,4500015086,"2024-06-07",1001,4,1,10004,71,2024-06-30,2024-06-28,"2024-06-28","2024-06-28","2024-06-27","2024-06-27",-2
15091,4500015091,"2022-08-23",1001,4,1,10004,80,2022-09-15,2022-09-15,"2022-09-13","2022-09-13","2022-09-12","2022-09-12",0
15093,4500015093,"2023-12-17",1001,4,1,10004,77,2024-01-09,2024-01-04,"2024-01-07","2024-01-07","2024-01-06","2024-01-06",-5
15094,4500015094,"2022-04-07",1001,4,1,10004,72,2022-04-30,2022-04-27,"2022-04-28","2022-04-28","2022-04-27","2022-04-27",-3
15100,4500015100,"2024-06-02",1001,4,1,10004,86,2024-06-25,2024-07-01,"2024-06-23","2024-06-29","2024-06-22","2024-06-28",6
15102,4500015102,"2024-10-03",1001,4,1,10004,81,2024-10-26,2024-10-25,"2024-10-24","2024-10-24","2024-10-23","2024-10-23",-1
15107,4500015107,"2024-07-03",1001,4,1,10004,73,2024-07-26,2024-07-26,"2024-07-24","2024-07-24","2024-07-23","2024-07-23",0
15108,4500015108,"2023-07-03",1001,4,1,10004,80,2023-07-26,2023-07-25,"2023-07-24","2023-07-24","2023-07-23","2023-07-23",-1
15109,4500015109,"2024-05-26",1001,4,1,10004,80,2024-06-18,2024-06-18,"2024-06-16","2024-06-16","2024-06-15","2024-06-15",0
15111,4500015111,"2024-07-27",1001,4,1,10004,80,2024-08-19,2024-08-20,"2024-08-17","2024-08-18","2024-08-16","2024-08-17",1
15113,4500015113,"2024-09-08",1001,4,1,10004,73,2024-10-01,2024-10-15,"2024-09-29","2024-10-13","2024-09-28","2024-10-12",14
15114,4500015114,"2024-07-15",1001,4,1,10004,81,2024-08-07,2024-08-05,"2024-08-05","2024-08-05","2024-08-04","2024-08-04",-2
15118,4500015118,"2021-12-15",1001,4,1,10004,71,2022-01-07,2022-01-17,"2022-01-05","2022-01-15","2022-01-04","2022-01-14",10
15124,4500015124,"2024-07-17",1001,4,1,10004,74,2024-08-09,2024-08-07,"2024-08-07","2024-08-07","2024-08-06","2024-08-06",-2
15130,4500015130,"2022-01-05",1001,4,1,10004,90,2022-01-28,2022-01-28,"2022-01-26","2022-01-26","2022-01-25","2022-01-25",0
15136,4500015136,"2024-10-23",1001,4,1,10004,83,2024-11-15,2024-11-18,"2024-11-13","2024-11-16","2024-11-12","2024-11-15",3
15137,4500015137,"2024-05-02",1001,4,1,10004,77,2024-05-25,2024-05-25,"2024-05-23","2024-05-23","2024-05-22","2024-05-22",0
15141,4500015141,"2024-09-19",1001,4,1,10004,84,2024-10-12,2024-10-12,"2024-10-10","2024-10-10","2024-10-09","2024-10-09",0
15143,4500015143,"2024-09-08",1001,4,1,10004,71,2024-10-01,2024-09-30,"2024-09-29","2024-09-29","2024-09-28","2024-09-28",-1
15145,4500015145,"2023-12-05",1001,4,1,10004,78,2023-12-28,2023-12-28,"2023-12-26","2023-12-26","2023-12-25","2023-12-25",0
15147,4500015147,"2024-05-13",1001,4,1,10004,69,2024-06-05,2024-06-05,"2024-06-03","2024-06-03","2024-06-02","2024-06-02",0
15149,4500015149,"2023-12-17",1001,4,1,10004,73,2024-01-09,2024-01-05,"2024-01-07","2024-01-07","2024-01-06","2024-01-06",-4
15150,4500015150,"2022-06-16",1001,4,1,10004,78,2022-07-09,2022-07-12,"2022-07-07","2022-07-10","2022-07-06","2022-07-09",3
15151,4500015151,"2023-06-07",1001,4,1,10004,78,2023-06-30,2023-06-29,"2023-06-28","2023-06-28","2023-06-27","2023-06-27",-1
15152,4500015152,"2024-11-21",1001,4,1,10004,79,2024-12-14,2024-12-13,"2024-12-12","2024-12-12","2024-12-11","2024-12-11",-1
15154,4500015154,"2022-07-22",1001,4,1,10004,80,2022-08-14,2022-08-11,"2022-08-12","2022-08-12","2022-08-11","2022-08-11",-3
15156,4500015156,"2023-08-31",1001,4,1,10004,88,2023-09-23,2023-09-23,"2023-09-21","2023-09-21","2023-09-20","2023-09-20",0
15160,4500015160,"2022-05-26",1001,4,1,10004,77,2022-06-18,2022-06-20,"2022-06-16","2022-06-18","2022-06-15","2022-06-17",2
15162,4500015162,"2023-05-13",1001,4,1,10004,93,2023-06-05,2023-06-01,"2023-06-03","2023-06-03","2023-06-02","2023-06-02",-4
15163,4500015163,"2022-04-25",1001,4,1,10004,81,2022-05-18,2022-05-17,"2022-05-16","2022-05-16","2022-05-15","2022-05-15",-1
15164,4500015164,"2022-10-23",1001,4,1,10004,82,2022-11-15,2022-11-11,"2022-11-13","2022-11-13","2022-11-12","2022-11-12",-4
15167,4500015167,"2022-07-24",1001,4,1,10004,76,2022-08-16,2022-08-15,"2022-08-14","2022-08-14","2022-08-13","2022-08-13",-1
15168,4500015168,"2024-03-19",1001,4,1,10004,78,2024-04-11,2024-04-09,"2024-04-09","2024-04-09","2024-04-08","2024-04-08",-2
15169,4500015169,"2022-08-11",1001,4,1,10004,72,2022-09-03,2022-09-03,"2022-09-01","2022-09-01","2022-08-31","2022-08-31",0
15179,4500015179,"2023-12-14",1001,4,1,10004,76,2024-01-06,2024-01-04,"2024-01-04","2024-01-04","2024-01-03","2024-01-03",-2
15183,4500015183,"2022-01-29",1001,4,1,10004,81,2022-02-21,2022-02-16,"2022-02-19","2022-02-19","2022-02-18","2022-02-18",-5
15188,4500015188,"2024-02-24",1001,4,1,10004,77,2024-03-18,2024-03-18,"2024-03-16","2024-03-16","2024-03-15","2024-03-15",0
15190,4500015190,"2023-08-11",1001,4,1,10004,81,2023-09-03,2023-08-31,"2023-09-01","2023-09-01","2023-08-31","2023-08-31",-3
15193,4500015193,"2024-10-24",1001,4,1,10004,76,2024-11-16,2024-11-13,"2024-11-14","2024-11-14","2024-11-13","2024-11-13",-3
15198,4500015198,"2022-03-03",1001,4,1,10004,63,2022-03-26,2022-03-23,"2022-03-24","2022-03-24","2022-03-23","2022-03-23",-3
15208,4500015208,"2023-12-10",1001,4,1,10004,77,2024-01-02,2023-12-29,"2023-12-31","2023-12-31","2023-12-30","2023-12-30",-4
15210,4500015210,"2022-03-19",1001,4,1,10004,67,2022-04-11,2022-04-14,"2022-04-09","2022-04-09","2022-04-08","2022-04-08",3
15213,4500015213,"2024-10-02",1001,4,1,10004,79,2024-10-25,2024-10-24,"2024-10-23","2024-10-23","2024-10-22","2024-10-22",-1
15215,4500015215,"2023-12-05",1001,4,1,10004,76,2023-12-28,2023-12-25,"2023-12-26","2023-12-26","2023-12-25","2023-12-25",-3
15216,4500015216,"2023-09-16",1001,4,1,10004,74,2023-10-09,2023-10-05,"2023-10-07","2023-10-07","2023-10-06","2023-10-06",-4
15219,4500015219,"2024-05-03",1001,4,1,10004,68,2024-05-26,2024-05-22,"2024-05-24","2024-05-24","2024-05-23","2024-05-23",-4
15221,4500015221,"2022-02-02",1001,4,1,10004,84,2022-02-25,2022-02-25,"2022-02-23","2022-02-23","2022-02-22","2022-02-22",0
15229,4500015229,"2024-01-30",1001,4,1,10004,73,2024-02-22,2024-02-21,"2024-02-20","2024-02-20","2024-02-19","2024-02-19",-1
15235,4500015235,"2024-08-25",1001,4,1,10004,83,2024-09-17,2024-09-12,"2024-09-15","2024-09-15","2024-09-14","2024-09-14",-5
15240,4500015240,"2023-01-02",1001,4,1,10004,76,2023-01-25,2023-02-02,"2023-01-23","2023-01-23","2023-01-22","2023-01-22",8
15241,4500015241,"2024-03-11",1001,4,1,10004,68,2024-04-03,2024-04-01,"2024-04-01","2024-04-01","2024-03-31","2024-03-31",-2
15245,4500015245,"2022-01-20",1001,4,1,10004,76,2022-02-12,2022-02-11,"2022-02-10","2022-02-10","2022-02-09","2022-02-09",-1
15249,4500015249,"2022-11-20",1001,4,1,10004,68,2022-12-13,2022-12-12,"2022-12-11","2022-12-11","2022-12-10","2022-12-10",-1
15254,4500015254,"2023-12-06",1001,4,1,10004,84,2023-12-29,2023-12-28,"2023-12-27","2023-12-27","2023-12-26","2023-12-26",-1
15256,4500015256,"2022-11-10",1001,4,1,10004,63,2022-12-03,2022-12-05,"2022-12-01","2022-12-01","2022-11-30","2022-11-30",2
15260,4500015260,"2023-02-04",1001,4,1,10004,82,2023-02-27,2023-02-24,"2023-02-25","2023-02-25","2023-02-24","2023-02-24",-3
15261,4500015261,"2023-09-26",1001,4,1,10004,78,2023-10-19,2023-10-30,"2023-10-17","2023-10-28","2023-10-16","2023-10-27",11
15262,4500015262,"2023-06-12",1001,4,1,10004,82,2023-07-05,2023-07-03,"2023-07-03","2023-07-03","2023-07-02","2023-07-02",-2
15265,4500015265,"2022-01-21",1001,4,1,10004,73,2022-02-13,2022-02-10,"2022-02-11","2022-02-11","2022-02-10","2022-02-10",-3
15269,4500015269,"2023-11-27",1001,4,1,10004,87,2023-12-20,2023-12-19,"2023-12-18","2023-12-18","2023-12-17","2023-12-17",-1
15271,4500015271,"2022-12-25",1001,4,1,10004,83,2023-01-17,2023-01-17,"2023-01-15","2023-01-15","2023-01-14","2023-01-14",0
15273,4500015273,"2024-07-25",1001,4,1,10004,92,2024-08-17,2024-08-15,"2024-08-15","2024-08-15","2024-08-14","2024-08-14",-2
15274,4500015274,"2022-06-26",1001,4,1,10004,85,2022-07-19,2022-07-19,"2022-07-17","2022-07-17","2022-07-16","2022-07-16",0
15280,4500015280,"2022-08-19",1001,4,1,10004,67,2022-09-11,2022-09-09,"2022-09-09","2022-09-09","2022-09-08","2022-09-08",-2
15281,4500015281,"2023-09-05",1001,4,1,10004,87,2023-09-28,2023-09-25,"2023-09-26","2023-09-26","2023-09-25","2023-09-25",-3
15283,4500015283,"2024-02-26",1001,4,1,10004,91,2024-03-20,2024-03-19,"2024-03-18","2024-03-18","2024-03-17","2024-03-17",-1
15284,4500015284,"2023-03-19",1001,4,1,10004,73,2023-04-11,2023-04-06,"2023-04-09","2023-04-09","2023-04-08","2023-04-08",-5
15286,4500015286,"2023-09-15",1001,4,1,10004,80,2023-10-08,2023-10-12,"2023-10-06","2023-10-10","2023-10-05","2023-10-09",4
15288,4500015288,"2024-04-19",1001,4,1,10004,73,2024-05-12,2024-05-08,"2024-05-10","2024-05-10","2024-05-09","2024-05-09",-4
15290,4500015290,"2024-09-25",1001,4,1,10004,94,2024-10-18,2024-10-18,"2024-10-16","2024-10-16","2024-10-15","2024-10-15",0
15294,4500015294,"2022-03-08",1001,4,1,10004,72,2022-03-31,2022-03-31,"2022-03-29","2022-03-29","2022-03-28","2022-03-28",0
15295,4500015295,"2023-01-21",1001,4,1,10004,81,2023-02-13,2023-02-13,"2023-02-11","2023-02-11","2023-02-10","2023-02-10",0
15296,4500015296,"2022-01-14",1001,4,1,10004,69,2022-02-06,2022-02-06,"2022-02-04","2022-02-04","2022-02-03","2022-02-03",0
15297,4500015297,"2024-04-21",1001,4,1,10004,69,2024-05-14,2024-05-16,"2024-05-12","2024-05-12","2024-05-11","2024-05-11",2
15300,4500015300,"2023-03-27",1001,4,1,10004,76,2023-04-19,2023-04-14,"2023-04-17","2023-04-17","2023-04-16","2023-04-16",-5
15301,4500015301,"2023-03-08",1001,4,1,10004,70,2023-03-31,2023-03-30,"2023-03-29","2023-03-29","2023-03-28","2023-03-28",-1
15303,4500015303,"2022-02-04",1001,4,1,10004,74,2022-02-27,2022-03-11,"2022-02-25","2022-03-09","2022-02-24","2022-03-08",12
15305,4500015305,"2024-06-24",1001,4,1,10004,76,2024-07-17,2024-07-15,"2024-07-15","2024-07-15","2024-07-14","2024-07-14",-2
15309,4500015309,"2022-03-16",1001,4,1,10004,74,2022-04-08,2022-04-14,"2022-04-06","2022-04-12","2022-04-05","2022-04-11",6
15312,4500015312,"2022-11-27",1001,4,1,10004,76,2022-12-20,2022-12-15,"2022-12-18","2022-12-18","2022-12-17","2022-12-17",-5
15332,4500015332,"2022-08-05",1001,4,1,10004,72,2022-08-28,2022-08-28,"2022-08-26","2022-08-26","2022-08-25","2022-08-25",0
15333,4500015333,"2022-09-09",1001,4,1,10004,68,2022-10-02,2022-09-30,"2022-09-30","2022-09-30","2022-09-29","2022-09-29",-2
15334,4500015334,"2023-12-17",1001,4,1,10004,81,2024-01-09,2024-01-09,"2024-01-07","2024-01-07","2024-01-06","2024-01-06",0
15335,4500015335,"2023-08-18",1001,4,1,10004,69,2023-09-10,2023-09-08,"2023-09-08","2023-09-08","2023-09-07","2023-09-07",-2
15337,4500015337,"2023-02-12",1001,4,1,10004,85,2023-03-07,2023-03-03,"2023-03-05","2023-03-05","2023-03-04","2023-03-04",-4
15340,4500015340,"2022-12-30",1001,4,1,10004,74,2023-01-22,2023-01-20,"2023-01-20","2023-01-20","2023-01-19","2023-01-19",-2
15344,4500015344,"2023-06-19",1001,4,1,10004,82,2023-07-12,2023-07-10,"2023-07-10","2023-07-10","2023-07-09","2023-07-09",-2
15347,4500015347,"2024-06-25",1001,4,1,10004,78,2024-07-18,2024-07-15,"2024-07-16","2024-07-16","2024-07-15","2024-07-15",-3
15348,4500015348,"2024-07-31",1001,4,1,10004,71,2024-08-23,2024-08-28,"2024-08-21","2024-08-26","2024-08-20","2024-08-25",5
15353,4500015353,"2024-10-08",1001,4,1,10004,74,2024-10-31,2024-10-28,"2024-10-29","2024-10-29","2024-10-28","2024-10-28",-3
15355,4500015355,"2024-01-18",1001,4,1,10004,86,2024-02-10,2024-02-19,"2024-02-08","2024-02-17","2024-02-07","2024-02-16",9
15360,4500015360,"2022-08-07",1001,4,1,10004,71,2022-08-30,2022-08-30,"2022-08-28","2022-08-28","2022-08-27","2022-08-27",0
15364,4500015364,"2024-06-21",1001,4,1,10004,77,2024-07-14,2024-07-10,"2024-07-12","2024-07-12","2024-07-11","2024-07-11",-4
15369,4500015369,"2024-11-25",1001,4,1,10004,78,2024-12-18,2024-12-13,"2024-12-16","2024-12-16","2024-12-15","2024-12-15",-5
15375,4500015375,"2022-03-12",1001,4,1,10004,78,2022-04-04,2022-04-04,"2022-04-02","2022-04-02","2022-04-01","2022-04-01",0
15376,4500015376,"2023-01-07",1001,4,1,10004,81,2023-01-30,2023-01-27,"2023-01-28","2023-01-28","2023-01-27","2023-01-27",-3
15377,4500015377,"2024-10-14",1001,4,1,10004,77,2024-11-06,2024-11-05,"2024-11-04","2024-11-04","2024-11-03","2024-11-03",-1
15380,4500015380,"2022-12-07",1001,4,1,10004,76,2022-12-30,2022-12-27,"2022-12-28","2022-12-28","2022-12-27","2022-12-27",-3
15382,4500015382,"2022-03-17",1001,4,1,10004,81,2022-04-09,2022-04-09,"2022-04-07","2022-04-07","2022-04-06","2022-04-06",0
15383,4500015383,"2023-05-14",1001,4,1,10004,77,2023-06-06,2023-06-05,"2023-06-04","2023-06-04","2023-06-03","2023-06-03",-1
15386,4500015386,"2024-06-14",1001,4,1,10004,79,2024-07-07,2024-07-07,"2024-07-05","2024-07-05","2024-07-04","2024-07-04",0
15387,4500015387,"2023-05-26",1001,4,1,10004,82,2023-06-18,2023-06-14,"2023-06-16","2023-06-16","2023-06-15","2023-06-15",-4
15393,4500015393,"2024-10-21",1001,4,1,10004,85,2024-11-13,2024-11-08,"2024-11-11","2024-11-11","2024-11-10","2024-11-10",-5
15394,4500015394,"2023-07-08",1001,4,1,10004,78,2023-07-31,2023-07-27,"2023-07-29","2023-07-29","2023-07-28","2023-07-28",-4
15397,4500015397,"2023-12-24",1001,4,1,10004,84,2024-01-16,2024-01-11,"2024-01-14","2024-01-14","2024-01-13","2024-01-13",-5
15400,4500015400,"2022-08-03",1001,4,1,10004,77,2022-08-26,2022-08-23,"2022-08-24","2022-08-24","2022-08-23","2022-08-23",-3
15405,4500015405,"2024-06-26",1001,4,1,10004,71,2024-07-19,2024-07-16,"2024-07-17","2024-07-17","2024-07-16","2024-07-16",-3
15406,4500015406,"2024-07-15",1001,4,1,10004,67,2024-08-07,2024-08-05,"2024-08-05","2024-08-05","2024-08-04","2024-08-04",-2
15407,4500015407,"2022-03-14",1001,4,1,10004,90,2022-04-06,2022-04-04,"2022-04-04","2022-04-04","2022-04-03","2022-04-03",-2
15408,4500015408,"2022-05-22",1001,4,1,10004,83,2022-06-14,2022-06-09,"2022-06-12","2022-06-12","2022-06-11","2022-06-11",-5
15410,4500015410,"2023-01-30",1001,4,1,10004,80,2023-02-22,2023-02-22,"2023-02-20","2023-02-20","2023-02-19","2023-02-19",0
15419,4500015419,"2024-08-18",1001,4,1,10004,74,2024-09-10,2024-09-06,"2024-09-08","2024-09-08","2024-09-07","2024-09-07",-4
15423,4500015423,"2022-03-18",1001,4,1,10004,89,2022-04-10,2022-04-18,"2022-04-08","2022-04-16","2022-04-07","2022-04-15",8
15425,4500015425,"2023-03-03",1001,4,1,10004,70,2023-03-26,2023-03-22,"2023-03-24","2023-03-24","2023-03-23","2023-03-23",-4
15433,4500015433,"2024-10-18",1001,4,1,10004,55,2024-11-10,2024-11-07,"2024-11-08","2024-11-08","2024-11-07","2024-11-07",-3
15435,4500015435,"2024-09-14",1001,4,1,10004,77,2024-10-07,2024-10-02,"2024-10-05","2024-10-05","2024-10-04","2024-10-04",-5
15439,4500015439,"2022-05-12",1001,4,1,10004,80,2022-06-04,2022-06-04,"2022-06-02","2022-06-02","2022-06-01","2022-06-01",0
15440,4500015440,"2024-11-08",1001,4,1,10004,78,2024-12-01,2024-12-13,"2024-11-29","2024-12-11","2024-11-28","2024-12-10",12
15442,4500015442,"2024-02-19",1001,4,1,10004,82,2024-03-13,2024-03-11,"2024-03-11","2024-03-11","2024-03-10","2024-03-10",-2
15445,4500015445,"2022-10-11",1001,4,1,10004,81,2022-11-03,2022-11-02,"2022-11-01","2022-11-01","2022-10-31","2022-10-31",-1
15447,4500015447,"2024-02-20",1001,4,1,10004,85,2024-03-14,2024-03-14,"2024-03-12","2024-03-12","2024-03-11","2024-03-11",0
15452,4500015452,"2022-05-06",1001,4,1,10004,72,2022-05-29,2022-05-31,"2022-05-27","2022-05-29","2022-05-26","2022-05-28",2
